province,constituency,amphoe,tambon,party,const_votes,party_list_votes,const_total,party_list_total,const_share,party_list_share,share_gap,abs_share_gap
อุบลราชธานี,2,ตำบลหัวเรือ,ตำบลหัวเรือ,พลังเพื่อไทย,0.0,12,4588.0,3991,0.0,0.003006765221748935,-0.003006765221748935,0.003006765221748935
อุบลราชธานี,2,ตำบลหัวเรือ,ตำบลหัวเรือ,พลังไทยรักชาติ,0.0,441,4588.0,3991,0.0,0.11049862189927337,-0.11049862189927337,0.11049862189927337
อุบลราชธานี,2,ตำบลหัวเรือ,ตำบลหัวเรือ,ฟิวชัน,0.0,5,4588.0,3991,0.0,0.0012528188423953897,-0.0012528188423953897,0.0012528188423953897
อุบลราชธานี,2,ตำบลหัวเรือ,ตำบลหัวเรือ,ภูมิใจไทย,73.0,339,4588.0,3991,0.015911072362685266,0.08494111751440742,-0.06903004515172215,0.06903004515172215
อุบลราชธานี,2,ตำบลหัวเรือ,ตำบลหัวเรือ,มิติใหม่,0.0,19,4588.0,3991,0.0,0.00476071160110248,-0.00476071160110248,0.00476071160110248
อุบลราชธานี,2,ตำบลหัวเรือ,ตำบลหัวเรือ,รวมพลังประชาชน,0.0,31,4588.0,3991,0.0,0.007767476822851416,-0.007767476822851416,0.007767476822851416
อุบลราชธานี,2,ตำบลหัวเรือ,ตำบลหัวเรือ,รวมใจไทย,0.0,219,4588.0,3991,0.0,0.05487346529691806,-0.05487346529691806,0.05487346529691806
อุบลราชธานี,2,ตำบลหัวเรือ,ตำบลหัวเรือ,รวมไทยสร้างชาติ,0.0,74,4588.0,3991,0.0,0.018541718867451765,-0.018541718867451765,0.018541718867451765
อุบลราชธานี,2,ตำบลหัวเรือ,ตำบลหัวเรือ,รักชาติ,0.0,5,4588.0,3991,0.0,0.0012528188423953897,-0.0012528188423953897,0.0012528188423953897
อุบลราชธานี,2,ตำบลหัวเรือ,ตำบลหัวเรือ,วิชชั่นใหม่,0.0,10,4588.0,3991,0.0,0.0025056376847907794,-0.0025056376847907794,0.0025056376847907794
