polling_station_id,กล้าธรรม,ประชาชน,ประชาธิปัตย์,ภูมิใจไทย,เพื่อไทย,เศรษฐกิจ,ไทยก้าวใหม่,ไทรวมพลัง,turnout_rate,spoiled_rate,abstain_rate,cluster,province,constituency,amphoe,tambon,unit,election_type,pca_1,pca_2
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลค้อทอง|6,0.6847133757961783,0.03184713375796178,0.0031847133757961785,0.009554140127388535,0.012738853503184714,0.006369426751592357,0.0,0.2515923566878981,0.6659751037344398,0.009345794392523364,0.012461059190031152,2,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลค้อทอง,6,constituency,-1.1894159258284827,1.5309512416087954
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลค้อทอง|7,0.3795620437956204,0.029197080291970802,0.0,0.0072992700729927005,0.043795620437956206,0.0,0.0,0.5401459854014599,0.5306859205776173,0.05442176870748299,0.013605442176870748,1,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลค้อทอง,7,constituency,-1.3081996729395047,0.2346168431103106
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลค้อทอง|8,0.5046728971962616,0.03271028037383177,0.0,0.018691588785046728,0.014018691588785047,0.004672897196261682,0.0,0.4252336448598131,0.6132596685082873,0.02702702702702703,0.009009009009009009,2,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลค้อทอง,8,constituency,-1.2690367992308818,0.7061705231983176
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลชีทวน|1,0.3799126637554585,0.034934497816593885,0.0,0.008733624454148471,0.004366812227074236,0.0,0.0,0.5720524017467249,0.5726256983240223,0.00975609756097561,0.01951219512195122,1,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลชีทวน,1,constituency,-1.6316355922647667,-0.12784280691357258
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลชีทวน|10,0.7063953488372093,0.05813953488372093,0.00872093023255814,0.0029069767441860465,0.00872093023255814,0.005813953488372093,0.0,0.20930232558139536,1.0,0.043596730245231606,0.01634877384196185,2,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลชีทวน,10,constituency,-0.5062156984816177,2.3599881149349944
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลชีทวน|11,0.6675977653631285,0.019553072625698324,0.0,0.00558659217877095,0.002793296089385475,0.00558659217877095,0.0,0.2988826815642458,0.5613496932515337,0.00819672131147541,0.01092896174863388,2,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลชีทวน,11,constituency,-1.6060840504581708,1.3139122734724147
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลชีทวน|2,0.4716981132075472,0.07169811320754717,0.0,0.0037735849056603774,0.007547169811320755,0.01509433962264151,0.0,0.43018867924528303,0.0,0.0,0.0,1,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลชีทวน,2,constituency,-1.656854895517915,-0.5582602240629326
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลชีทวน|3,0.36,0.08,0.005714285714285714,0.017142857142857144,0.015238095238095238,0.011428571428571429,0.0,0.5104761904761905,0.6089887640449438,0.01845018450184502,0.01107011070110701,1,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลชีทวน,3,constituency,-0.7674041138639144,-0.221006491289039
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลชีทวน|4,0.46766169154228854,0.03731343283582089,0.0,0.022388059701492536,0.017412935323383085,0.007462686567164179,0.0,0.44776119402985076,0.6693163751987281,0.0166270783847981,0.47268408551068886,2,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลชีทวน,4,constituency,1.267339126107775,2.3905510886309624
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลชีทวน|6,0.5618729096989966,0.05016722408026756,0.0033444816053511705,0.013377926421404682,0.026755852842809364,0.0033444816053511705,0.0033444816053511705,0.3377926421404682,0.5711678832116789,0.025559105431309903,0.012779552715654952,2,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลชีทวน,6,constituency,-0.9975883993533432,0.9433141753627575
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลชีทวน|7,0.6838709677419355,0.03870967741935484,0.0,0.012903225806451613,0.0064516129032258064,0.0064516129032258064,0.0,0.25161290322580643,0.5172413793103449,0.024242424242424242,0.01818181818181818,2,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลชีทวน,7,constituency,-1.2333650638138625,1.56299161571985
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลชีทวน|8,0.36,0.055,0.0,0.0,0.04,0.01,0.0,0.535,0.6231003039513677,0.00975609756097561,0.0,1,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลชีทวน,8,constituency,-1.4483082362035884,-0.29719985992745007
