province,constituency,amphoe,tambon,unit,form_type,eligible_voters,turnout,ballots_allocated,ballots_used,valid_ballots,spoiled_ballots,abstain_ballots,ballots_remaining,val_total_votes_in_table,val_effective_vote_sum,val_valid_ballots,val_vote_diff,ไทยทรัพย์ทวี_votes,ไทยทรัพย์ทวี_votes_th,เพื่อชาติไทย_votes,เพื่อชาติไทย_votes_th,ใหม่_votes,ใหม่_votes_th,มิติใหม่_votes,มิติใหม่_votes_th,รวมใจไทย_votes,รวมใจไทย_votes_th,รวมไทยสร้างชาติ_votes,รวมไทยสร้างชาติ_votes_th,พลวัต_votes,พลวัต_votes_th,ประชาธิปไตยใหม่_votes,ประชาธิปไตยใหม่_votes_th,เพื่อไทย_votes,เพื่อไทย_votes_th,ทางเลือกใหม่_votes,ทางเลือกใหม่_votes_th,เศรษฐกิจ_votes,เศรษฐกิจ_votes_th,เสรีรวมไทย_votes,เสรีรวมไทย_votes_th,รวมพลังประชาชน_votes,รวมพลังประชาชน_votes_th,ท้องที่ไทย_votes,ท้องที่ไทย_votes_th,อนาคตไทย_votes,อนาคตไทย_votes_th,พลังเพื่อไทย_votes,พลังเพื่อไทย_votes_th,ไทยชนะ_votes,ไทยชนะ_votes_th,พลังสังคมใหม่_votes,พลังสังคมใหม่_votes_th,สังคมประชาธิปไตยไทย_votes,สังคมประชาธิปไตยไทย_votes_th,ฟิวชัน_votes,ฟิวชัน_votes_th,ไทรวมพลัง_votes,ไทรวมพลัง_votes_th,ก้าวอิสระ_votes,ก้าวอิสระ_votes_th,ปวงชนไทย_votes,ปวงชนไทย_votes_th,วิชชั่นใหม่_votes,วิชชั่นใหม่_votes_th,เพื่อชีวิตใหม่_votes,เพื่อชีวิตใหม่_votes_th,คลองไทย_votes,คลองไทย_votes_th,ประชาธิปัตย์_votes,ประชาธิปัตย์_votes_th,ไทยก้าวหน้า_votes,ไทยก้าวหน้า_votes_th,ไทยภักดี_votes,ไทยภักดี_votes_th,แรงงานสร้างชาติ_votes,แรงงานสร้างชาติ_votes_th,ประชากรไทย_votes,ประชากรไทย_votes_th,ครูไทยเพื่อประชาชน_votes,ครูไทยเพื่อประชาชน_votes_th,ประชาชาติ_votes,ประชาชาติ_votes_th,สร้างอนาคตไทย_votes,สร้างอนาคตไทย_votes_th,รักชาติ_votes,รักชาติ_votes_th,ไทยพร้อม_votes,ไทยพร้อม_votes_th,ภูมิใจไทย_votes,ภูมิใจไทย_votes_th,พลังธรรมใหม่_votes,พลังธรรมใหม่_votes_th,กรีน_votes,กรีน_votes_th,ไทยธรรม_votes,ไทยธรรม_votes_th,แผ่นดินธรรม_votes,แผ่นดินธรรม_votes_th,กล้าธรรม_votes,กล้าธรรม_votes_th,พลังประชารัฐ_votes,พลังประชารัฐ_votes_th,โอกาสใหม่_votes,โอกาสใหม่_votes_th,เป็นธรรม_votes,เป็นธรรม_votes_th,ประชาชน_votes,ประชาชน_votes_th,ประชาไทย_votes,ประชาไทย_votes_th,ไทยสร้างไทย_votes,ไทยสร้างไทย_votes_th,ไทยก้าวใหม่_votes,ไทยก้าวใหม่_votes_th,ประชาอาสาชาติ_votes,ประชาอาสาชาติ_votes_th,พร้อม_votes,พร้อม_votes_th,เครือข่ายชาวนาแห่งประเทศไทย_votes,เครือข่ายชาวนาแห่งประเทศไทย_votes_th,ไทยพิทักษ์ธรรม_votes,ไทยพิทักษ์ธรรม_votes_th,ความหวังใหม่_votes,ความหวังใหม่_votes_th,ไทยรวมไทย_votes,ไทยรวมไทย_votes_th,เพื่อบ้านเมือง_votes,เพื่อบ้านเมือง_votes_th,พลังไทยรักชาติ_votes,พลังไทยรักชาติ_votes_th
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหัวดอน,10,party_list,608,399,600,399,370,16,13,20,378,378,370,8,8,8,10,10,10,10,2,2,9,9,0,0,10,10,91,0,1,1,0,0,24,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,23,0,0,0,1,1,3,3,0,0,0,0,20,0,1,1,0,0,3,3,2,2,1,1,1,1,0,0,0,0,0,0,27,0,1,1,0,0,0,0,0,0,38,0,0,0,0,0,0,0,85,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหัวดอน,11,party_list,478,350,460,350,329,13,8,110,324,324,329,-5,4,0,2,0,3,0,1,0,13,0,5,0,0,0,2,0,19,0,0,0,23,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,1,0,0,0,43,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,1,0,23,0,0,0,1,0,0,0,1,0,42,0,3,0,0,0,0,0,54,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหัวดอน,2,party_list,331,222,320,222,202,12,8,98,198,198,202,-4,3,3,2,2,0,0,0,0,8,8,3,3,0,0,0,0,22,22,1,1,8,8,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,1,1,0,0,0,0,12,12,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหัวดอน,3,party_list,497,279,420,263,263,12,4,141,160,160,263,-103,4,4,4,4,1,1,1,1,5,5,2,2,0,0,1,1,14,14,0,0,5,5,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,49,0,0,0,0,2,2,0,0,1,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,17,0,1,1,0,0,0,0,26,26,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหัวดอน,4,party_list,644,450,640,450,421,27,12,184,468,468,421,47,11,0,2,2,0,0,1,1,6,6,2,2,0,0,1,1,88,88,4,4,32,32,16,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,63,63,0,0,0,0,2,0,1,0,0,0,32,32,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,1,1,0,0,50,50,1,1,1,1,1,1,95,95,1,1,3,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหัวดอน,5,party_list,555,796,540,796,776,13,7,144,576,576,776,-200,3,3,1,1,0,0,0,0,12,12,9,9,0,0,4,4,36,36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,32,1,0,0,0,0,0,0,0,31,0,0,0,0,0,63,63,1,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,376,376
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหัวดอน,6,party_list,528,323,520,323,297,22,4,197,302,302,297,5,10,0,3,3,2,3,3,3,10,3,5,3,0,3,1,1,64,64,1,1,19,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,1,1,0,0,4,0,0,0,1,1,9,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,21,0,1,1,0,0,0,0,0,0,46,48,1,1,0,0,0,0,48,48,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหัวดอน,9,party_list,980,,780,515,481,22,12,265,381,381,481,-100,12,12,9,9,2,2,2,2,21,0,9,9,1,1,2,2,39,39,3,3,13,13,2,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,17,17,0,0,0,0,2,2,8,8,2,2,66,66,1,1,1,1,1,1,1,1,0,0,1,1,2,2,1,1,0,0,44,44,0,0,0,0,0,0,1,1,43,43,1,1,0,0,1,1,61,0,0,0,1,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลแดงหม้อ,4,party_list,280,176,280,176,169,4,3,104,175,175,169,6,3,3,0,0,0,0,0,0,10,10,3,3,0,0,0,0,12,12,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,82,82,1,1,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,27,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลแดงหม้อ,5,party_list,406,244,400,244,236,,,156,151,151,236,-85,0,0,2,0,1,0,2,0,4,0,5,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลโนนรัง,3,party_list,527,308,520,308,290,11,7,212,376,376,290,86,14,14,2,2,0,0,1,1,6,6,2,2,0,0,3,3,209,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,1,0,1,0,55,55,0,0,0,0,0,0,39,39,0,0,5,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
อุบลราชธานี,2,เขต 2 อ.เมืองฯ,ตำบลหนองขอน,1,party_list,476,298,420,298,277,14,7,122,284,284,277,7,9,9,4,4,0,0,2,2,3,3,4,4,0,0,1,1,49,49,0,0,6,6,0,0,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,32,32,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,26,26,1,1,0,0,0,0,0,0,33,33,1,1,0,0,0,0,65,65,0,0,5,5,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,27,27
อุบลราชธานี,2,เขต 2 อ.เมืองฯ,ตำบลหนองขอน,2,party_list,604,477,600,477,411,33,33,123,419,419,411,8,21,0,4,4,2,2,4,4,10,10,8,8,0,0,2,2,69,69,6,6,10,10,2,2,5,5,1,1,0,0,3,3,1,1,0,0,0,0,0,0,53,53,0,0,0,0,1,1,1,1,0,0,23,3,1,1,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,26,0,0,0,0,0,0,0,1,1,59,59,6,6,0,0,0,0,88,808,0,0,2,2,0,0,0,0,2,2,0,0,0,0,1,1,0,0,1,1,0,0
อุบลราชธานี,2,เขต 2 อ.เมืองฯ,ตำบลหนองขอน,3,party_list,425,279,420,349,314,19,16,71,312,312,314,-2,5,5,12,12,3,3,1,1,25,25,8,8,1,1,2,2,37,37,0,0,21,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,60,60,0,0,0,0,2,2,0,0,11,0,0,0,1,1,0,0,0,0,2,2,3,3,0,0,0,0,1,1,0,0,39,39,0,0,0,0,0,0,1,1,12,12,2,2,1,1,1,1,51,0,1,1,3,3,2,2,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
อุบลราชธานี,2,เขต 2 อ.เมืองฯ,ตำบลหนองขอน,4,party_list,400,960,410,350,270,18,92,70,203,203,270,-67,0,0,9,9,44,44,0,0,10,10,5,5,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,0,0,0,0,0,0,0,0,0,0,27,27,1,1,0,0,0,0,41,0,0,0,6,6,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
อุบลราชธานี,2,เขต 2 อ.เมืองฯ,ตำบลหนองขอน,6,party_list,474,351,460,351,323,16,12,109,245,245,323,-78,0,0,2,2,0,0,0,0,6,6,0,0,0,0,74,74,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,39,39,2,2,0,0,0,0,0,0,20,20,1,1,0,0,0,0,72,72,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,เขต 2 อ.เมืองฯ,ตำบลหนองขอน,7,party_list,579,272,510,272,251,17,29,168,259,259,251,8,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,เขต 2 อ.เมืองฯ,ตำบลหนองขอน,8,party_list,,,,,,,,,136,136,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,เขต 2 อ.เมืองฯ,ตำบลหนองขอน,9,party_list,290,516,316,303,22,29,196,17,16,16,22,-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,1,party_list,703,513,700,513,468,20,25,187,594,594,468,126,129,0,6,0,7,0,4,0,2,0,9,0,3,0,3,0,90,0,2,0,20,0,3,0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,49,0,1,0,0,0,0,0,0,0,0,0,12,0,2,0,3,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,59,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,160,0,0,0,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,11,party_list,497,974,480,374,281,27,26,146,284,284,281,3,8,8,8,8,1,1,1,1,7,7,8,8,1,1,1,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,94,34,0,0,0,0,3,3,1,1,4,4,0,0,0,0,0,0,80,80,1,1,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,1,1,1
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,12,party_list,504,367,500,367,335,17,15,133,171,171,335,-164,5,0,6,0,1,0,20,0,9,0,10,0,0,0,1,0,58,0,3,0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,33,0,0,0,1,0,0,0,1,0,0,0,10,0,0,0,4,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,16,party_list,536,427,520,427,392,24,11,93,455,455,392,63,70,0,5,0,0,0,3,0,34,34,3,0,1,1,2,2,64,64,1,1,18,0,1,1,3,3,1,1,1,1,2,2,0,0,0,0,0,0,0,0,104,0,1,1,1,1,2,2,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,29,29,0,0,0,0,0,0,2,2,8,8,1,1,0,0,0,0,84,84,0,0,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,17,party_list,540,407,540,407,371,23,13,103,371,371,371,0,11,0,6,6,1,1,3,3,33,33,5,5,0,0,2,2,99,99,3,3,24,0,3,3,3,3,0,0,0,0,5,5,1,1,0,0,0,0,1,1,72,72,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,21,0,0,0,0,0,0,0,1,0,4,0,2,2,0,0,0,0,60,0,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,19,party_list,210,154,200,154,139,9,6,46,137,137,139,-2,3,3,1,1,0,0,2,2,8,8,2,2,0,0,0,0,16,16,0,0,0,0,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,10,10,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,2,party_list,694,456,680,456,429,6,27,224,487,487,429,58,1,1,3,3,0,0,0,0,0,0,7,7,0,0,0,0,57,57,5,5,76,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,58,58,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,215,215,1,1,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,20,party_list,491,346,480,346,312,22,12,234,227,227,312,-85,11,0,6,6,2,2,3,3,16,16,1,1,0,0,0,0,73,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,27,27,2,2,0,0,0,0,0,0,23,23,0,0,2,2,1,1,51,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,21,party_list,484,337,480,337,309,18,10,143,309,309,309,0,12,12,10,10,2,2,3,3,13,13,8,8,0,0,1,1,41,0,1,1,15,15,2,2,3,3,0,0,0,0,1,1,1,1,0,0,0,0,0,0,38,38,1,1,0,0,2,2,0,0,0,0,7,7,0,0,1,1,1,1,0,0,1,1,1,1,2,2,0,0,0,0,34,34,0,0,0,0,0,0,1,1,19,19,1,1,0,0,1,1,79,79,0,0,5,5,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,22,party_list,480,319,480,319,273,23,23,161,273,273,273,0,6,0,6,0,1,1,2,2,6,0,6,0,2,2,2,2,46,46,5,5,7,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,21,0,0,0,0,0,1,1,0,0,0,0,11,0,0,0,3,3,0,0,1,1,0,0,0,0,1,1,0,1,1,1,25,25,1,1,0,0,1,1,0,0,20,20,1,1,0,0,1,1,85,85,0,0,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,24,party_list,470,336,460,336,314,10,12,124,271,271,314,-43,0,0,1,1,1,1,1,1,2,2,4,4,0,0,1,1,75,75,0,0,54,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,26,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,49,0,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,11,0,1,1,5,5,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,26,party_list,554,,540,403,375,8,20,137,321,321,375,-54,7,7,3,3,0,0,3,3,2,2,2,2,0,0,3,3,68,68,1,1,15,15,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,22,22,0,0,0,0,1,1,0,0,1,1,13,13,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,148,0,1,1,7,7,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,29,party_list,555,392,555,392,366,4,22,167,386,386,366,20,4,0,5,0,0,0,0,0,5,0,3,0,1,0,2,0,50,0,2,0,12,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0,0,0,0,2,2,0,0,0,0,16,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,1,1,3,3,0,0,0,0,0,0,159,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,3,party_list,690,486,680,486,452,8,26,194,449,449,452,-3,0,0,1,1,0,0,2,30,1,4,16,16,0,0,0,0,67,67,1,1,9,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,44,0,0,1,1,0,0,0,0,0,0,23,33,0,0,3,3,1,1,1,1,2,2,0,0,0,0,3,3,0,1,69,69,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,211,0,0,0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,30,party_list,548,393,548,393,366,3,24,155,395,395,366,29,3,3,3,3,0,0,0,0,1,0,12,0,1,0,0,0,43,0,1,0,9,9,2,2,1,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,1,1,3,3,4,4,3,3,3,3,3,3,3,3,3,3,0,0,1,0,48,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,198,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,31,party_list,524,388,520,388,361,16,11,132,361,361,361,0,8,8,7,7,5,5,1,1,23,23,6,6,0,0,0,0,45,45,0,0,12,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,1,1,0,0,1,1,2,2,0,0,10,0,0,0,1,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,1,1,13,0,2,2,0,0,0,0,98,98,0,0,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,32,party_list,482,349,480,349,322,11,16,131,342,342,322,20,13,13,2,2,0,0,3,3,8,8,7,7,2,2,3,3,63,63,1,1,16,16,2,2,5,5,0,0,0,0,2,2,1,1,0,0,1,1,0,0,53,0,0,0,0,0,1,1,0,0,2,2,8,8,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,1,1,27,27,2,2,0,0,0,0,0,0,6,6,0,0,0,0,0,0,93,0,2,2,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,33,party_list,481,335,420,335,304,7,24,145,300,300,304,-4,3,3,3,3,1,1,0,0,10,10,12,12,1,1,6,6,49,49,3,3,4,8,0,0,6,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,31,0,0,0,0,0,1,1,0,0,0,0,15,15,0,0,1,1,0,0,1,1,0,0,0,0,2,2,0,0,2,0,32,0,0,0,0,0,0,0,0,0,4,4,2,2,0,0,0,0,98,98,1,1,7,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,34,party_list,540,354,540,354,315,11,28,186,315,315,315,0,6,6,9,9,2,2,0,0,5,5,5,5,1,1,2,2,69,69,3,3,12,12,3,3,4,4,0,0,1,1,1,1,1,1,0,0,0,0,0,0,33,0,0,0,0,0,0,0,1,1,1,1,8,8,2,2,5,5,0,0,1,1,0,0,0,0,1,1,2,2,0,0,28,0,2,2,0,0,0,0,0,0,10,10,0,0,0,0,0,0,94,94,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,36,party_list,538,394,520,394,349,10,35,126,349,349,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,28,208,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,96,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,101,0,3,3,0,0,0,0,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,37,party_list,,,,,,,,,861,861,0,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,93,9,9,0,0,0,0,0,0,0,0,60,60,0,0,9,9,0,0,0,0,0,0,9,9,9,9,9,9,0,0,0,0,45,45,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,178,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,361,0
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,38,party_list,684,493,680,493,439,24,30,187,616,616,439,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,48,48,2,2,0,0,0,0,0,0,3,3,2,2,0,0,0,0,116,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,442,442
