province,constituency,amphoe,tambon,unit,form_type,eligible_voters,turnout,ballots_allocated,ballots_used,valid_ballots,spoiled_ballots,abstain_ballots,ballots_remaining,candidate_number,candidate_name,party,votes,votes_th,validation,validation_errors,validation_warnings,source
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,5,party_list,569,,560,321,287,30,,239,56,,เพื่อบ้านเมือง,0,ศันย์,REVIEW,"ballot used mismatch: valid+spoiled+abstain=317, ballots_used=321",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 5\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,5,party_list,569,,560,321,287,30,,239,57,,พลังไทยรักชาติ,0,ศันย์,REVIEW,"ballot used mismatch: valid+spoiled+abstain=317, ballots_used=321",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 5\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,5,constituency,569,321,560,321,309,9,3,239,1,นายวุฒิพงษ์ นามบุตร,กล้าธรรม,99,เก้าสิบเก้า,PASS,,,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 5\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,5,constituency,569,321,560,321,309,9,3,239,2,นายประเสริฐ เผ่าพันธ์,ภูมิใจไทย,0,,PASS,,,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 5\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,5,constituency,569,321,560,321,309,9,3,239,3,นายประสพ สารสมัคร,เพื่อไทย,6,หก,PASS,,,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 5\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,5,constituency,569,321,560,321,309,9,3,239,4,นายปรีชญา ฉ่ำมณี,ประชาชน,21,ยี่สิบเอ็ด,PASS,,,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 5\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,5,constituency,569,321,560,321,309,9,3,239,5,นายณรงค์ชัย วีระกุล,ไทรวมพลัง,180,หนึ่งร้อยแปดสิบ,PASS,,,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 5\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,5,constituency,569,321,560,321,309,9,3,239,6,นายวิทยา ครองยุติ,ประชาธิปไตยใหม่,2,สอง,PASS,,,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 5\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,5,constituency,569,321,560,321,309,9,3,239,7,เรืออากาศตรีประจวบ ทรัพย์สะอาด,พลังประชารัฐ,0,,PASS,,,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 5\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,5,constituency,569,321,560,321,309,9,3,239,8,นางสาวณฐพร บุญประสิทธิ์,ประชาธิปัตย์,0,,PASS,,,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 5\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,5,constituency,569,321,560,321,309,9,3,239,9,นายเจริญชัย คำแฝง,เศรษฐกิจ,1,หนึ่ง,PASS,,,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 5\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,5,constituency,569,321,560,321,309,9,3,239,10,นายธัชชัย คมขำ,ไทยก้าวใหม่,0,,PASS,,,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 5\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,6,party_list,694,292,600,292,270,10,2,308,1,,ไทยทรัพย์ทวี,8,แปด,REVIEW,"vote sum mismatch: results=179, valid_ballots=270; ballot used mismatch: valid+spoiled+abstain=282, ballots_used=292",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,6,party_list,694,292,600,292,270,10,2,308,2,,เพื่อชาติไทย,6,หก,REVIEW,"vote sum mismatch: results=179, valid_ballots=270; ballot used mismatch: valid+spoiled+abstain=282, ballots_used=292",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,6,party_list,694,292,600,292,270,10,2,308,3,,ใหม่,2,สอง,REVIEW,"vote sum mismatch: results=179, valid_ballots=270; ballot used mismatch: valid+spoiled+abstain=282, ballots_used=292",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,6,party_list,694,292,600,292,270,10,2,308,4,,มิติใหม่,1,หนึ่ง,REVIEW,"vote sum mismatch: results=179, valid_ballots=270; ballot used mismatch: valid+spoiled+abstain=282, ballots_used=292",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,6,party_list,694,292,600,292,270,10,2,308,5,,รวมใจไทย,10,สิบ,REVIEW,"vote sum mismatch: results=179, valid_ballots=270; ballot used mismatch: valid+spoiled+abstain=282, ballots_used=292",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,6,party_list,694,292,600,292,270,10,2,308,6,,รวมไทยสร้างชาติ,7,เจ็ด,REVIEW,"vote sum mismatch: results=179, valid_ballots=270; ballot used mismatch: valid+spoiled+abstain=282, ballots_used=292",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,6,party_list,694,292,600,292,270,10,2,308,7,,พลวัต,0,ศูนย์,REVIEW,"vote sum mismatch: results=179, valid_ballots=270; ballot used mismatch: valid+spoiled+abstain=282, ballots_used=292",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,6,party_list,694,292,600,292,270,10,2,308,8,,ประชาธิปไตยใหม่,0,ศูนย์,REVIEW,"vote sum mismatch: results=179, valid_ballots=270; ballot used mismatch: valid+spoiled+abstain=282, ballots_used=292",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,6,party_list,694,292,600,292,270,10,2,308,9,,เพื่อไทย,69,หกสิบเก้า,REVIEW,"vote sum mismatch: results=179, valid_ballots=270; ballot used mismatch: valid+spoiled+abstain=282, ballots_used=292",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,6,party_list,694,292,600,292,270,10,2,308,10,,ทางเลือกใหม่,2,สอง,REVIEW,"vote sum mismatch: results=179, valid_ballots=270; ballot used mismatch: valid+spoiled+abstain=282, ballots_used=292",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,6,party_list,694,292,600,292,270,10,2,308,11,,เศรษฐกิจ,1,หนึ่ง,REVIEW,"vote sum mismatch: results=179, valid_ballots=270; ballot used mismatch: valid+spoiled+abstain=282, ballots_used=292",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,6,party_list,694,292,600,292,270,10,2,308,12,,เสรีรวมไทย,0,ศูนย์,REVIEW,"vote sum mismatch: results=179, valid_ballots=270; ballot used mismatch: valid+spoiled+abstain=282, ballots_used=292",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,6,party_list,694,292,600,292,270,10,2,308,13,,รวมพลังประชาชน,1,หนึ่ง,REVIEW,"vote sum mismatch: results=179, valid_ballots=270; ballot used mismatch: valid+spoiled+abstain=282, ballots_used=292",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,6,party_list,694,292,600,292,270,10,2,308,14,,ท้องที่ไทย,0,ศูนย์,REVIEW,"vote sum mismatch: results=179, valid_ballots=270; ballot used mismatch: valid+spoiled+abstain=282, ballots_used=292",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,6,party_list,694,292,600,292,270,10,2,308,15,,อนาคตไทย,2,สอง,REVIEW,"vote sum mismatch: results=179, valid_ballots=270; ballot used mismatch: valid+spoiled+abstain=282, ballots_used=292",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,6,party_list,694,292,600,292,270,10,2,308,16,,พลังเพื่อไทย,0,ศูนย์,REVIEW,"vote sum mismatch: results=179, valid_ballots=270; ballot used mismatch: valid+spoiled+abstain=282, ballots_used=292",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,6,party_list,694,292,600,292,270,10,2,308,17,,ไทยชนะ,0,ศูนย์,REVIEW,"vote sum mismatch: results=179, valid_ballots=270; ballot used mismatch: valid+spoiled+abstain=282, ballots_used=292",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,6,party_list,694,292,600,292,270,10,2,308,18,,พลังสังคมใหม่,0,ศูนย์,REVIEW,"vote sum mismatch: results=179, valid_ballots=270; ballot used mismatch: valid+spoiled+abstain=282, ballots_used=292",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,6,party_list,694,292,600,292,270,10,2,308,19,,สังคมประชาธิปไตยไทย,0,ศูนย์,REVIEW,"vote sum mismatch: results=179, valid_ballots=270; ballot used mismatch: valid+spoiled+abstain=282, ballots_used=292",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,6,party_list,694,292,600,292,270,10,2,308,20,,ฟิวชัน,0,ศูนย์,REVIEW,"vote sum mismatch: results=179, valid_ballots=270; ballot used mismatch: valid+spoiled+abstain=282, ballots_used=292",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,6,party_list,694,292,600,292,270,10,2,308,21,,ไทรวมพลัง,69,หกสิบเก้า,REVIEW,"vote sum mismatch: results=179, valid_ballots=270; ballot used mismatch: valid+spoiled+abstain=282, ballots_used=292",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,6,party_list,694,292,600,292,270,10,2,308,22,,ก้าวอิสระ,1,หนึ่ง,REVIEW,"vote sum mismatch: results=179, valid_ballots=270; ballot used mismatch: valid+spoiled+abstain=282, ballots_used=292",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,6,constituency,600,292,600,292,291,10,1,307,1,นายวุฒิพงษ์ นามบุตร,กล้าธรรม,410,,REVIEW,"vote sum mismatch: results=640, valid_ballots=291; ballot used mismatch: valid+spoiled+abstain=302, ballots_used=292","allocated mismatch: used+remaining=599, allocated=600",rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 6\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,6,constituency,600,292,600,292,291,10,1,307,2,นายประเสริฐ เผ่าพันธ์,ภูมิใจไทย,1,,REVIEW,"vote sum mismatch: results=640, valid_ballots=291; ballot used mismatch: valid+spoiled+abstain=302, ballots_used=292","allocated mismatch: used+remaining=599, allocated=600",rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 6\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,6,constituency,600,292,600,292,291,10,1,307,3,นายประสพ สารสมัคร,เพื่อไทย,6,,REVIEW,"vote sum mismatch: results=640, valid_ballots=291; ballot used mismatch: valid+spoiled+abstain=302, ballots_used=292","allocated mismatch: used+remaining=599, allocated=600",rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 6\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,6,constituency,600,292,600,292,291,10,1,307,4,นายปรีชญา ฉ่ำมณี,ประชาชน,24,,REVIEW,"vote sum mismatch: results=640, valid_ballots=291; ballot used mismatch: valid+spoiled+abstain=302, ballots_used=292","allocated mismatch: used+remaining=599, allocated=600",rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 6\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,6,constituency,600,292,600,292,291,10,1,307,5,นายณรงค์ชัย วีระกุล,ไทรวมพลัง,192,,REVIEW,"vote sum mismatch: results=640, valid_ballots=291; ballot used mismatch: valid+spoiled+abstain=302, ballots_used=292","allocated mismatch: used+remaining=599, allocated=600",rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 6\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,6,constituency,600,292,600,292,291,10,1,307,6,นายวิทยา ครองยุติ,ประชาธิปไตยใหม่,6,,REVIEW,"vote sum mismatch: results=640, valid_ballots=291; ballot used mismatch: valid+spoiled+abstain=302, ballots_used=292","allocated mismatch: used+remaining=599, allocated=600",rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 6\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,6,constituency,600,292,600,292,291,10,1,307,7,เรืออากาศตรีประจวบ ทรัพย์สะอาด,พลังประชารัฐ,0,,REVIEW,"vote sum mismatch: results=640, valid_ballots=291; ballot used mismatch: valid+spoiled+abstain=302, ballots_used=292","allocated mismatch: used+remaining=599, allocated=600",rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 6\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,6,constituency,600,292,600,292,291,10,1,307,8,นางสาวณฐพร บุญประสิทธิ์,ประชาธิปัตย์,0,,REVIEW,"vote sum mismatch: results=640, valid_ballots=291; ballot used mismatch: valid+spoiled+abstain=302, ballots_used=292","allocated mismatch: used+remaining=599, allocated=600",rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 6\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,6,constituency,600,292,600,292,291,10,1,307,9,นายเจริญชัย คำแฝง,เศรษฐกิจ,1,,REVIEW,"vote sum mismatch: results=640, valid_ballots=291; ballot used mismatch: valid+spoiled+abstain=302, ballots_used=292","allocated mismatch: used+remaining=599, allocated=600",rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 6\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,6,constituency,600,292,600,292,291,10,1,307,10,นายธัชชัย คมขำ,ไทยก้าวใหม่,0,,REVIEW,"vote sum mismatch: results=640, valid_ballots=291; ballot used mismatch: valid+spoiled+abstain=302, ballots_used=292","allocated mismatch: used+remaining=599, allocated=600",rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 6\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,7,party_list,512,225,500,225,213,12,0,275,1,,ไทยทรัพย์ทวี,9,ห้าหมื่น,REVIEW,"vote sum mismatch: results=3012, valid_ballots=213",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,7,party_list,512,225,500,225,213,12,0,275,2,,เพื่อชาติไทย,3,สามหมื่น,REVIEW,"vote sum mismatch: results=3012, valid_ballots=213",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,7,party_list,512,225,500,225,213,12,0,275,3,,ใหม่,1,หนึ่งหมื่น,REVIEW,"vote sum mismatch: results=3012, valid_ballots=213",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,7,party_list,512,225,500,225,213,12,0,275,4,,มิติใหม่,0,พุ่งขึ้น,REVIEW,"vote sum mismatch: results=3012, valid_ballots=213",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,7,party_list,512,225,500,225,213,12,0,275,5,,รวมใจไทย,9,เก้าหมื่น,REVIEW,"vote sum mismatch: results=3012, valid_ballots=213",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,7,party_list,512,225,500,225,213,12,0,275,6,,รวมไทยสร้างชาติ,1,หนึ่งหมื่น,REVIEW,"vote sum mismatch: results=3012, valid_ballots=213",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,7,party_list,512,225,500,225,213,12,0,275,7,,พลวัต,0,พุ่งขึ้น,REVIEW,"vote sum mismatch: results=3012, valid_ballots=213",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,7,party_list,512,225,500,225,213,12,0,275,8,,ประชาธิปไตยใหม่,0,พุ่งขึ้น,REVIEW,"vote sum mismatch: results=3012, valid_ballots=213",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,7,party_list,512,225,500,225,213,12,0,275,9,,เพื่อไทย,2829,สองหมื่นแปดพันบาทถ้วน,REVIEW,"vote sum mismatch: results=3012, valid_ballots=213",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,7,party_list,512,225,500,225,213,12,0,275,10,,ทางเลือกใหม่,0,พุ่งขึ้น,REVIEW,"vote sum mismatch: results=3012, valid_ballots=213",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,7,party_list,512,225,500,225,213,12,0,275,11,,เศรษฐกิจ,3,สาม,REVIEW,"vote sum mismatch: results=3012, valid_ballots=213",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,7,party_list,512,225,500,225,213,12,0,275,12,,เสรีรวมไทย,1,หนึ่ง,REVIEW,"vote sum mismatch: results=3012, valid_ballots=213",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,7,party_list,512,225,500,225,213,12,0,275,13,,รวมพลังประชาชน,0,ศูนย์,REVIEW,"vote sum mismatch: results=3012, valid_ballots=213",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,7,party_list,512,225,500,225,213,12,0,275,14,,ท้องที่ไทย,2,สอง,REVIEW,"vote sum mismatch: results=3012, valid_ballots=213",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,7,party_list,512,225,500,225,213,12,0,275,15,,อนาคตไทย,0,ศูนย์,REVIEW,"vote sum mismatch: results=3012, valid_ballots=213",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,7,party_list,512,225,500,225,213,12,0,275,16,,พลังเพื่อไทย,0,ศูนย์,REVIEW,"vote sum mismatch: results=3012, valid_ballots=213",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,7,party_list,512,225,500,225,213,12,0,275,17,,ไทยชนะ,0,ศูนย์,REVIEW,"vote sum mismatch: results=3012, valid_ballots=213",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,7,party_list,512,225,500,225,213,12,0,275,18,,พลังสังคมใหม่,0,ศูนย์,REVIEW,"vote sum mismatch: results=3012, valid_ballots=213",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,7,party_list,512,225,500,225,213,12,0,275,19,,สังคมประชาธิปไตยไทย,0,ศูนย์,REVIEW,"vote sum mismatch: results=3012, valid_ballots=213",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,7,party_list,512,225,500,225,213,12,0,275,20,,ฟิวชัน,0,ศูนย์,REVIEW,"vote sum mismatch: results=3012, valid_ballots=213",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,7,party_list,512,225,500,225,213,12,0,275,21,,ไทรวมพลัง,49,สี่สิบเก้า,REVIEW,"vote sum mismatch: results=3012, valid_ballots=213",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,7,party_list,512,225,500,225,213,12,0,275,22,,ก้าวอิสระ,0,ศูนย์,REVIEW,"vote sum mismatch: results=3012, valid_ballots=213",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,7,party_list,512,225,500,225,213,12,0,275,23,,ปวงชนไทย,0,ศูนย์,REVIEW,"vote sum mismatch: results=3012, valid_ballots=213",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,7,party_list,512,225,500,225,213,12,0,275,24,,วิชชั่นใหม่,1,หนึ่ง,REVIEW,"vote sum mismatch: results=3012, valid_ballots=213",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,7,party_list,512,225,500,225,213,12,0,275,25,,เพื่อชีวิตใหม่,0,ศูนย์,REVIEW,"vote sum mismatch: results=3012, valid_ballots=213",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,7,party_list,512,225,500,225,213,12,0,275,26,,คลองไทย,0,ศูนย์,REVIEW,"vote sum mismatch: results=3012, valid_ballots=213",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,7,party_list,512,225,500,225,213,12,0,275,27,,ประชาธิปัตย์,5,ห้า,REVIEW,"vote sum mismatch: results=3012, valid_ballots=213",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,7,party_list,512,225,500,225,213,12,0,275,28,,ไทยก้าวหน้า,0,ศูนย์,REVIEW,"vote sum mismatch: results=3012, valid_ballots=213",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,7,party_list,512,225,500,225,213,12,0,275,29,,ไทยภักดี,0,ศูนย์,REVIEW,"vote sum mismatch: results=3012, valid_ballots=213",,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf
