province,province_number,district,subdistrict,station_number,เขต_กรีน,เขต_ก้าวไกล,เขต_ครูไทยเพื่อประชาช,เขต_คลองไทย,เขต_ความหวังใหม่,เขต_ชาติพัฒนากล้า,เขต_ชาติรุ่งเรือง,เขต_ชาติไทยพัฒนา,เขต_ช่วยชาติ,เขต_ถิ่นกาขาวชาววิไล,เขต_ทางเลือกใหม่,เขต_ท้องที่ไทย,เขต_บัตรเสีย,เขต_ประชากรไทย,เขต_ประชาชาติ,เขต_ประชาธิปัตย์,เขต_ประชาธิปไตยใหม่,เขต_ประชาภิวัฒน์,เขต_ประชาสามัคคี,เขต_ประชาไทย,เขต_ผู้มาใช้สิทธิ์,เขต_ผู้มีสิทธิ์,เขต_พลัง,เขต_พลังธรรมใหม่,เขต_พลังบูรพา,เขต_พลังประชาธิปไตย,เขต_พลังประชารัฐ,เขต_พลังปวงชนไทย,เขต_พลังสยาม,เขต_พลังสหกรณ์,เขต_พลังสังคม,เขต_พลังสังคมใหม่,เขต_พลังเพื่อไทย,เขต_พลังไทยรักชาติ,เขต_ภราดรภาพ,เขต_ภาคีเครือข่ายไทย,เขต_ภูมิใจไทย,เขต_มิติใหม่,เขต_รวมพลัง,เขต_รวมแผ่นดิน,เขต_รวมใจไทย,เขต_รวมไทยสร้างชาติ,เขต_รักษ์ธรรม,เขต_รักษ์ผืนป่าประเทศ,เขต_ราษฎร์วิถี,เขต_สังคมประชาธิปไตยไ,เขต_สามัญชน,เขต_อนาคตไทย,เขต_เปลี่ยน,เขต_เปลี่ยนอนาคต,เขต_เป็นธรรม,เขต_เพื่อชาติ,เขต_เพื่อชาติไทย,เขต_เพื่ออนาคตไทย,เขต_เพื่อไทย,เขต_เพื่อไทรวมพลัง,เขต_เสมอภาค,เขต_เสรีรวมไทย,เขต_เส้นด้าย,เขต_แนวทางใหม่,เขต_แผ่นดินธรรม,เขต_แรงงานสร้างชาติ,เขต_ใหม่,เขต_ไทยก้าวหน้า,เขต_ไทยชนะ,เขต_ไทยธรรม,เขต_ไทยพร้อม,เขต_ไทยภักดี,เขต_ไทยรวมไทย,เขต_ไทยศรีวิไลย์,เขต_ไทยสมาร์ท,เขต_ไทยสร้างไทย,เขต_ไทยเป็นหนึ่ง,เขต_ไม่เลือกผู้ใด
อุบลราชธานี,2,เมืองอุบลราชธานี,ไร่น้อย,11.0,,86.0,,5.0,,,,,,,,,34,,,130,,,,,404,515,,,,,5,2.0,,,,,,,,,4.0,,,,,0,,,,,,,,,,,,,123,,,3,,,,,,,,,,1.0,,2.0,,,,9
อุบลราชธานี,2,เมืองอุบลราชธานี,ไร่น้อย,12.0,,60.0,,3.0,,,,,,,,,19,,,147,,,,,416,528,,,,,5,0.0,,,,,,,,,5.0,,,,,0,,,,,,,,,,,,,163,,,3,,,,,,,,,,2.0,,6.0,,,,3
อุบลราชธานี,2,เมืองอุบลราชธานี,ไร่น้อย,13.0,,77.0,,1.0,,,,,,,,,16,,,181,,,,,406,545,,,,,3,1.0,,,,,,,,,3.0,,,,,0,,,,,,,,,,,,,118,,,2,,,,,,,,,,1.0,,0.0,,,,3
อุบลราชธานี,2,เมืองอุบลราชธานี,ไร่น้อย,14.0,,24.0,,0.0,,,,,,,,,11,,,78,,,,,164,222,,,,,1,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,42,,,0,,,,,,,,,,1.0,,3.0,,,,3
อุบลราชธานี,2,เมืองอุบลราชธานี,ไร่น้อย,15.0,,91.0,,3.0,,,,,,,,,43,,,116,,,,,479,698,,,,,7,3.0,,,,,,,,,5.0,,,,,0,,,,,,,,,,,,,187,,,3,,,,,,,,,,3.0,,1.0,,,,17
อุบลราชธานี,2,เมืองอุบลราชธานี,ไร่น้อย,16.0,,140.0,,8.0,,,,,,,,,35,,,149,,,,,544,715,,,,,14,2.0,,,,,,,,,6.0,,,,,0,,,,,,,,,,,,,164,,,5,,,,,,,,,,0.0,,3.0,,,,18
อุบลราชธานี,2,เมืองอุบลราชธานี,ไร่น้อย,17.0,,174.0,,5.0,,,,,,,,,29,,,96,,,,,496,668,,,,,6,8.0,,,,,,,,,8.0,,,,,0,,,,,,,,,,,,,122,,,10,,,,,,,,,,2.0,,3.0,,,,33
อุบลราชธานี,2,เมืองอุบลราชธานี,ไร่น้อย,18.0,,206.0,,8.0,,,,,,,,,15,,,89,,,,,508,678,,,,,12,3.0,,,,,,,,,9.0,,,,,0,,,,,,,,,,,,,134,,,5,,,,,,,,,,4.0,,1.0,,,,22
อุบลราชธานี,2,เมืองอุบลราชธานี,ไร่น้อย,19.0,,220.0,,5.0,,,,,,,,,17,,,118,,,,,600,802,,,,,7,0.0,,,,,,,,,6.0,,,,,0,,,,,,,,,,,,,176,,,8,,,,,,,,,,7.0,,0.0,,,,36
อุบลราชธานี,2,เมืองอุบลราชธานี,ไร่น้อย,2.0,,349.0,,6.0,,,,,,,,,16,,,61,,,,,693,901,,,,,21,2.0,,,,,,,,,11.0,,,,,0,,,,,,,,,,,,,150,,,13,,,,,,,,,,14.0,,2.0,,,,48
อุบลราชธานี,2,เมืองอุบลราชธานี,ไร่น้อย,20.0,,249.0,,9.0,,,,,,,,,18,,,88,,,,,629,829,,,,,13,1.0,,,,,,,,,3.0,,,,,0,,,,,,,,,,,,,179,,,17,,,,,,,,,,10.0,,0.0,,,,42
อุบลราชธานี,2,เมืองอุบลราชธานี,ไร่น้อย,21.0,,312.0,,3.0,,,,,,,,,16,,,53,,,,,640,793,,,,,19,5.0,,,,,,,,,7.0,,,,,0,,,,,,,,,,,,,167,,,9,,,,,,,,,,5.0,,1.0,,,,43
อุบลราชธานี,2,เมืองอุบลราชธานี,ไร่น้อย,22.0,,92.0,,5.0,,,,,,,,,22,,,157,,,,,399,509,,,,,2,0.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,104,,,6,,,,,,,,,,1.0,,2.0,,,,8
อุบลราชธานี,2,เมืองอุบลราชธานี,ไร่น้อย,23.0,,63.0,,3.0,,,,,,,,,15,,,144,,,,,366,455,,,,,5,1.0,,,,,,,,,5.0,,,,,0,,,,,,,,,,,,,121,,,3,,,,,,,,,,0.0,,2.0,,,,4
อุบลราชธานี,2,เมืองอุบลราชธานี,ไร่น้อย,24.0,,93.0,,2.0,,,,,,,,,20,,,113,,,,,355,461,,,,,3,1.0,,,,,,,,,2.0,,,,,0,,,,,,,,,,,,,89,,,6,,,,,,,,,,2.0,,0.0,,,,24
อุบลราชธานี,2,เมืองอุบลราชธานี,ไร่น้อย,25.0,,161.0,,8.0,,,,,,,,,22,,,131,,,,,482,685,,,,,7,3.0,,,,,,,,,6.0,,,,,0,,,,,,,,,,,,,108,,,4,,,,,,,,,,6.0,,0.0,,,,26
อุบลราชธานี,2,เมืองอุบลราชธานี,ไร่น้อย,26.0,,146.0,,7.0,,,,,,,,,27,,,133,,,,,496,680,,,,,10,1.0,,,,,,,,,8.0,,,,,0,,,,,,,,,,,,,125,,,8,,,,,,,,,,0.0,,4.0,,,,27
อุบลราชธานี,2,เมืองอุบลราชธานี,ไร่น้อย,27.0,,217.0,,12.0,,,,,,,,,19,,,78,,,,,515,680,,,,,8,2.0,,,,,,,,,10.0,,,,,0,,,,,,,,,,,,,117,,,5,,,,,,,,,,4.0,,0.0,,,,43
อุบลราชธานี,2,เมืองอุบลราชธานี,ไร่น้อย,28.0,,127.0,,8.0,,,,,,,,,30,,,96,,,,,445,614,,,,,8,4.0,,,,,,,,,8.0,,,,,0,,,,,,,,,,,,,126,,,2,,,,,,,,,,6.0,,4.0,,,,26
อุบลราชธานี,2,เมืองอุบลราชธานี,ไร่น้อย,29.0,,193.0,,4.0,,,,,,,,,14,,,111,,,,,472,614,,,,,7,2.0,,,,,,,,,10.0,,,,,0,,,,,,,,,,,,,105,,,3,,,,,,,,,,1.0,,3.0,,,,19
อุบลราชธานี,2,เมืองอุบลราชธานี,ไร่น้อย,3.0,,179.0,,6.0,,,,,,,,,38,,,95,,,,,533,757,,,,,8,3.0,,,,,,,,,7.0,,,,,0,,,,,,,,,,,,,150,,,9,,,,,,,,,,9.0,,2.0,,,,27
อุบลราชธานี,2,เมืองอุบลราชธานี,ไร่น้อย,30.0,,166.0,,8.0,,,,,,,,,16,,,61,,,,,453,641,,,,,10,1.0,,,,,,,,,4.0,,,,,0,,,,,,,,,,,,,150,,,3,,,,,,,,,,1.0,,1.0,,,,32
อุบลราชธานี,2,เมืองอุบลราชธานี,ไร่น้อย,31.0,,197.0,,8.0,,,,,,,,,22,,,66,,,,,495,650,,,,,12,1.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,130,,,15,,,,,,,,,,10.0,,1.0,,,,33
อุบลราชธานี,2,เมืองอุบลราชธานี,ไร่น้อย,32.0,,157.0,,7.0,,,,,,,,,24,,,100,,,,,468,630,,,,,5,7.0,,,,,,,,,8.0,,,,,0,,,,,,,,,,,,,122,,,8,,,,,,,,,,5.0,,1.0,,,,24
อุบลราชธานี,2,เมืองอุบลราชธานี,ไร่น้อย,33.0,,181.0,,7.0,,,,,,,,,34,,,66,,,,,465,633,,,,,6,1.0,,,,,,,,,12.0,,,,,0,,,,,,,,,,,,,112,,,3,,,,,,,,,,4.0,,4.0,,,,35
อุบลราชธานี,2,เมืองอุบลราชธานี,ไร่น้อย,34.0,,264.0,,3.0,,,,,,,,,32,,,147,,,,,687,922,,,,,13,5.0,,,,,,,,,12.0,,,,,0,,,,,,,,,,,,,164,,,1,,,,,,,,,,6.0,,2.0,,,,38
อุบลราชธานี,2,เมืองอุบลราชธานี,ไร่น้อย,4.0,,158.0,,5.0,,,,,,,,,10,,,101,,,,,235,888,,,,,5,4.0,,,,,,,,,5.0,,,,,0,,,,,,,,,,,,,46,,,4,,,,,,,,,,2.0,,4.0,,,,9
อุบลราชธานี,2,เมืองอุบลราชธานี,ไร่น้อย,5.0,,260.0,,6.0,,,,,,,,,35,,,69,,,,,690,945,,,,,15,1.0,,,,,,,,,11.0,,,,,0,,,,,,,,,,,,,231,,,10,,,,,,,,,,3.0,,5.0,,,,44
อุบลราชธานี,2,เมืองอุบลราชธานี,ไร่น้อย,6.0,,321.0,,10.0,,,,,,,,,24,,,62,,,,,700,944,,,,,14,2.0,,,,,,,,,9.0,,,,,0,,,,,,,,,,,,,176,,,9,,,,,,,,,,7.0,,6.0,,,,60
อุบลราชธานี,2,เมืองอุบลราชธานี,ไร่น้อย,7.0,,148.0,,4.0,,,,,,,,,48,,,158,,,,,515,714,,,,,6,2.0,,,,,,,,,5.0,,,,,0,,,,,,,,,,,,,114,,,5,,,,,,,,,,2.0,,0.0,,,,24
อุบลราชธานี,2,เมืองอุบลราชธานี,ไร่น้อย,8.0,,201.0,,6.0,,,,,,,,,28,,,141,,,,,555,718,,,,,5,6.0,,,,,,,,,5.0,,,,,0,,,,,,,,,,,,,126,,,4,,,,,,,,,,2.0,,3.0,,,,28
อุบลราชธานี,2,เมืองอุบลราชธานี,ไร่น้อย,9.0,,73.0,,3.0,,,,,,,,,19,,,39,,,,,260,341,,,,,7,0.0,,,,,,,,,3.0,,,,,0,,,,,,,,,,,,,96,,,4,,,,,,,,,,1.0,,2.0,,,,13
อุบลราชธานี,2,,,,,5.0,,0.0,,,,,,,,,0,,,2,,,,,9,9,,,,,0,0.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,2,,,0,,,,,,,,,,0.0,,0.0,,,,0
อุบลราชธานี,2,,,,,341.0,,10.0,,,,,,,,,25,,,110,,,,,714,780,,,,,12,7.0,,,,,,,,,8.0,,,,,0,,,,,,,,,,,,,200,,,14,,,,,,,,,,4.0,,5.0,,,,41
อุบลราชธานี,2,,,,,295.0,,5.0,,,,,,,,,38,,,118,,,,,722,780,,,,,9,5.0,,,,,,,,,11.0,,,,,0,,,,,,,,,,,,,245,,,24,,,,,,,,,,7.0,,3.0,,,,20
อุบลราชธานี,2,,,,,338.0,,8.0,,,,,,,,,23,,,119,,,,,739,780,,,,,23,4.0,,,,,,,,,9.0,,,,,0,,,,,,,,,,,,,216,,,12,,,,,,,,,,6.0,,4.0,,,,18
อุบลราชธานี,2,,,,,339.0,,4.0,,,,,,,,,34,,,111,,,,,717,779,,,,,13,10.0,,,,,,,,,13.0,,,,,0,,,,,,,,,,,,,194,,,20,,,,,,,,,,10.0,,3.0,,,,28
อุบลราชธานี,2,,,,,312.0,,9.0,,,,,,,,,21,,,114,,,,,725,780,,,,,18,7.0,,,,,,,,,6.0,,,,,0,,,,,,,,,,,,,230,,,18,,,,,,,,,,7.0,,4.0,,,,34
อุบลราชธานี,2,,,,,311.0,,1.0,,,,,,,,,28,,,118,,,,,732,780,,,,,7,10.0,,,,,,,,,16.0,,,,,0,,,,,,,,,,,,,242,,,14,,,,,,,,,,7.0,,6.0,,,,20
อุบลราชธานี,2,,,,,328.0,,11.0,,,,,,,,,41,,,121,,,,,740,810,,,,,9,5.0,,,,,,,,,8.0,,,,,0,,,,,,,,,,,,,231,,,15,,,,,,,,,,7.0,,5.0,,,,29
อุบลราชธานี,2,,,,,320.0,,9.0,,,,,,,,,31,,,125,,,,,708,770,,,,,21,9.0,,,,,,,,,10.0,,,,,0,,,,,,,,,,,,,192,,,10,,,,,,,,,,7.0,,5.0,,,,31
อุบลราชธานี,2,,,,,354.0,,7.0,,,,,,,,,22,,,111,,,,,723,779,,,,,15,6.0,,,,,,,,,8.0,,,,,0,,,,,,,,,,,,,199,,,12,,,,,,,,,,6.0,,5.0,,,,34
